pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraformability_score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
Kepler-556 b,2.24,5.65,11.72292176,766,5740,1,0.98,0.03,-0.367222792,0.087371909,1.126036352,-0.163156125,44.13991571,52.13966494,0.565,0.177017099,779.5595098,17.78763616,0.181258755,0.02027359,0
Kepler-56 d,12.8,1784,1002,912.5307146,4819.44,1.67,4.22,0.363,0,1.936186329,10.88867187,0.399819068,43.20051942,93.76888768,0.79514,1,1003.783786,132.2240523,0.086084028,0.001000259,0
Kepler-561 b,6.96,38.7,58.3620495,446,5646,0.96,0.94,0.02,-1.169179528,0.031851956,0.798900119,-0.182020866,46.99308029,62.68876385,0.5885,0.784649474,480.9953666,26.41002944,0.053541273,0.063129271,0.329877199
Kepler-1577 b,1.13,1.51,6.30560247,1125,4862,0.78,0.74,0,0.53247242,-0.079187949,1.182551492,-0.159897106,43.2205206,46.14836418,0.7845,0.038916815,1129.378142,12.94694415,0.080438145,0.006017941,0
Kepler-330 c,1.95,4.46,15.955387,573,5117,0.85,0.72,0.16,-0.850902948,0.809131292,1.172912558,-0.160452948,43.72180009,51.5080814,0.72075,0.301266063,590.2625454,16.9382347,0.050312776,0.064891511,0
Kepler-37 b,0.31,0.79,13.36702,718,5357,0.79,0.79,-0.36,-0.487516303,-2.077906241,8.220603538,0.245961405,43.39003578,56.55581309,0.66075,0.62750571,763.05491,17.87930864,0.081873034,0.018965796,0
Kepler-370 b,1.59,3.15,4.57953,1040,5852,0.98,0.9,0.132,0.319452662,0.653675425,1.245995016,-0.156238552,44.92271918,50.7904198,0.537,0.062029903,1046.45111,15.76430168,0.30906147,0.006975832,0
Kepler-371 b,1.89,4.23,34.763278,554,5666,0.88,0.99,-0.197,-0.898519129,-1.172931014,1.184177375,-0.159803347,44.23700222,52.61730481,0.5835,0.321705116,571.8224634,16.75549661,0.085084942,0.074246899,0.014505335
Kepler-368 b,3.26,10.7,26.84768,800,5502,1.17,2.02,0.03,-0.282014889,0.087371909,1.006812451,-0.170031328,45.48911442,54.65655494,0.6245,0.18726867,814.9814936,20.2908907,0.374171258,0.013642518,0
Kepler-372 b,1.36,2.42,6.849692,1081,6509,1.04,1.14,-0.13,0.422203369,-0.800947332,1.308391003,-0.152640405,46.93556174,53.128274,0.37275,0.05390944,1086.82761,14.9401945,0.580286691,0.006365272,0
Kepler-569 b,3.16,10.1,34.18890521,526,5616,0.95,0.93,0.01,-0.968690344,-0.023667996,1.011456497,-0.169763523,44.88925756,55.09561262,0.596,0.402571221,547.1752462,20.02327759,0.073278069,0.065672106,0.100085951
Kepler-57 b,3.135,25.06,5.72,850,5187.9,0.86,0.83,0.117,-0.156709149,0.570395496,2.549799175,-0.081052973,43.68435709,60.42398306,0.703025,0.37691453,882.0377351,31.66575034,0.139985075,0.008044417,0
Kepler-561 c,2.68,7.65,5.35016198,989,5646,0.96,0.94,0.02,0.191640808,0.031851956,1.065103587,-0.166669893,44.57785311,52.07939159,0.5885,0.086933209,997.5976944,18.92262328,0.263348651,0.006506592,0
Kepler-59 b,1.1,1.37,11.8681707,864,6074,1.04,0.94,-0.2,-0.121623542,-1.189587,1.132231405,-0.16279888,44.31381099,49.23225398,0.4815,0.106773485,873.2252291,12.4991927,0.207390497,0.018694154,0
Kepler-60 b,1.71,4.19,7.1334,1102,5905,1.04,1.26,-0.09,0.47483178,-0.578867522,1.432919531,-0.145459304,46.07643877,52.83062583,0.52375,0.054507165,1108.00669,17.53181903,0.467354214,0.005055909,0
Kepler-1631 b,1.35,2.39,4.09513932,1122,5679,0.97,0.95,0.04,0.524954076,0.142891861,1.31138546,-0.152467726,45.05202308,50.07154821,0.58025,0.044313762,1126.972004,14.90218975,0.329037513,0.005439546,0
Kepler-338 e,1.56,8.5,9.341,1143,5999,1.14,1.74,-0.029,0.577582487,-0.240195811,3.492767916,-0.026675443,48.49458747,60.14699194,0.50025,0.101632156,1154.616555,26.14358773,0.793185707,0.003619162,0
Kepler-339 c,1.15,7.3,6.988055,914,5631,0.87,0.8,0.033,0.003682198,0.104027895,5.519848771,0.090218836,43.83242106,58.79539162,0.59225,0.324428162,943.652734,28.21827961,0.15794567,0.009300693,0
Kepler-347 c,1.75,3.71,27.320871,705,6088,0.92,1.01,-0.14,-0.520095795,-0.856467285,1.211428571,-0.158231871,43.96765935,51.88253311,0.478,0.206415085,719.5522635,16.30744615,0.138601569,0.031889685,0
Kepler-1637 b,0.89,0.64,6.10960324,1093,5789,1.02,1.02,0.07,0.452276747,0.309451719,0.807978791,-0.181497332,44.95484538,47.33538878,0.55275,0.03961386,1097.329795,9.497581005,0.313686421,0.006797564,0
Kepler-1981 b,9.23,62.5,453.54212,390,5874,1.52,3.01,0.12,-1.309521956,0.587051482,0.733629211,-0.185784798,49.90009555,66.69116477,0.5315,0.936955134,426.5412502,29.14453837,0.163938211,0.078481513,0.518953992
Kepler-1105 b,2.01,4.7,4.42157218,729,4299,0.71,0.68,0.28,-0.45994904,1.475370723,1.163337541,-0.161005103,43.26313971,49.11743058,0.92525,0.182866107,742.3309392,17.12651199,0.052600876,0.02619328,0
Kepler-1111 b,2,4.66,8.79617863,938,6077,1.1,1.15,0.02,0.063828953,0.031851956,1.165,-0.160909236,45.4800525,52.68648176,0.48075,0.095725348,946.9790376,17.09605803,0.379763408,0.009556314,0
Kepler-1112 b,3.02,9.38,14.36267939,918,6496,1.34,1.54,0.04,0.013706657,0.142891861,1.028463664,-0.168782783,47.41452446,56.81337161,0.376,0.124590338,929.437393,19.73858292,0.641246556,0.008229374,0
Kepler-1127 b,1.96,4.5,5.12330347,994,5664,0.97,0.95,0.04,0.204171382,0.142891861,1.171386922,-0.160540925,44.71772977,51.11958535,0.584,0.07611207,1001.56554,16.97056275,0.280412037,0.007588409,0
Kepler-1325 b,2.86,8.55,33.8786838,564,5550,0.93,0.91,0.01,-0.873457981,-0.023667996,1.045283388,-0.167812851,43.72279196,53.9960492,0.6125,0.350369601,583.7608455,19.36502507,0.067327664,0.054763199,0
Kepler-1346 b,1.58,3.12,3.40165668,1236,6133,1.14,1.21,0.04,0.810651163,0.142891861,1.249799712,-0.156019149,48.70386046,54.55660193,0.46675,0.029701388,1239.671092,15.73862458,0.821659971,0.003289618,0
Kepler-1585 b,1.79,3.86,3.5827463,1064,5538,0.94,0.91,0.08,0.379599417,0.364971672,1.20470647,-0.15861951,44.83155356,50.59789247,0.6155,0.057071367,1070.072393,16.44694195,0.298474387,0.005957457,0
Kepler-1621 b,2.16,5.31,92.263714,469,6158,1.15,1.24,0.03,-1.111538887,0.087371909,1.138117284,-0.162459463,47.79590641,54.88490416,0.4605,0.415526557,488.4881955,17.56056187,0.097156383,0.12217599,0.303860432
Kepler-1632 b,2.47,6.66,448.303558,369,6137,1.12,1.19,0,-1.362150367,-0.079187949,1.091642217,-0.165139508,52.3038826,56.16361296,0.46575,0.527806945,388.4760763,18.39105574,0.03076759,0.245080872,0.651124735
Kepler-1633 b,1.58,3.12,186.404271,925,6256,1.2,1.32,0.02,0.031249461,0.031851956,1.249799712,-0.156019149,43.23506375,49.94644025,0.436,0.096541249,933.9300655,15.73862458,0.073381643,0.011437036,0
Kepler-1883 b,3.251,10.6,103.427002,416,6208,1.09,1.02,-0.12,-1.244362972,-0.745427379,1.002933011,-0.170255041,49.53666019,57.34406579,0.448,0.524300815,437.8109139,20.22378644,0.062922756,0.141319528,0.479823216
Kepler-1884 b,1.814,3.95,8.98832035,864,5984,0.99,0.91,-0.2,-0.121623542,-1.189587,1.200390446,-0.158868399,44.35309246,51.41355019,0.504,0.121405972,874.489476,16.52714849,0.22037041,0.014089611,0
Kepler-1145 b,1.4,2.54,3.97076766,958,5064,0.79,0.75,-0.13,0.113951249,-0.800947332,1.295918367,-0.153359656,43.65835237,48.36555919,0.734,0.079950154,965.6592247,15.08588744,0.132354135,0.010508731,0
BD+20 274 b,13,1334.886,578.2,912.5307146,4296,0.8,17.3,-0.46,0,-2.633105766,7.898733728,0.22740036,47.6318539,92.33892019,0.926,1,1003.783786,113.4928327,1.317812903,0.0010942,0
Kepler-1628 b,6.43,33.8,76.378033,240,3724,0.55,0.52,0.17,-1.685439176,0.864651245,0.817513164,-0.18094752,54.68842362,60.90055817,1,0.857570219,260.5816853,25.67857304,0.002591928,0.250785837,0.904797518
Kepler-1650 b,0.96,0.84,1.53818001,602,3410,0.33,0.33,-0.11,-0.778225619,-0.689907427,0.911458333,-0.175530049,43.59031049,45.55964308,1,0.21881891,615.1728984,10.47664068,0.00991434,0.078439287,0
Kepler-1634 b,3.19,10.3,374.876239,282,5474,0.92,0.89,0.02,-1.580182354,0.031851956,1.012175588,-0.169722056,57.8794691,57.46676938,0.6315,0.642068341,300.1063272,20.12525044,0.012273368,0.461919541,0.957964142
TOI-2669 b,19.728,193.87533,6.2034,1226,4800,1.19,4.1,0.1,0.785590015,0.476011577,0.498145752,-0.199364261,39.86286238,65.23271753,0.8,0.996979206,1348.229651,35.11056095,2.371388207,0.000468008,0
TOI-3976 A b,12.274,55.61997,6.607662,1295,5975,1.25,1.5,0.182,0.958511936,0.931275188,0.369197297,-0.206800243,47.99121844,59.77602569,0.50625,0.202701884,1321.249894,23.84187125,0.730677039,0.000804705,0
TOI-5388.01,1.894,4.25,2.594675,601.3533109,3495,0.29,0.31,0.014262971,-0.779846296,-3.37E-16,1.184756174,-0.15976997,43.28698579,49.25877746,1,0.26551731,617.3202823,16.77731661,0.00681313,0.05560876,0
NGTS-14 A b,4.977,29.24036,3.5357173,1143,5187,0.9,0.84,0.1,0.577582487,0.476011577,1.180449558,-0.160018317,44.03642666,55.67361262,0.70325,0.132791738,1158.178096,27.14723234,0.197452085,0.002161083,0
TOI-1669 c,2.296,13,2.6800535,1285.159193,5497,0.99,1.06,0.274,0.933849745,1.442058751,2.46603698,-0.08588323,46.10919804,56.90959228,0.62575,0.054373247,1292.147021,26.65040154,0.4770628,0.001867601,0
NGTS-13 b,12.801,1538.2972,4.119027,1605,5819,1.3,1.79,0.25,1.735407523,1.308810865,9.387554133,0.313255143,47.88197995,94.0569297,0.54525,1,1765.5,122.7767685,1.282703407,7.90E-05,0
TOI-3912 b,14.28,129.03833,3.4936264,1512,5725,1.09,1.39,0.187,1.502338847,0.959035164,0.632793951,-0.191599596,48.56921934,71.32106983,0.56875,0.817575175,1635.617366,33.66768738,0.808792485,0.000230798,0
HAT-P-65 b,18.058,176.07694,2.60544751,1818,5872,1.3,1.67,0.208,2.269209975,1.075627064,0.539961984,-0.196952873,45.72794393,70.835185,0.532,0.931338592,1987.317356,34.97312494,1.571129903,7.81E-05,0
HATS-13 b,13.585,172.58169,3.0440499,1244,5523,0.96,0.89,0.05,0.830700081,0.198411814,0.935137412,-0.174164563,44.88538784,72.41269206,0.61925,0.992074995,1367.414129,39.91954293,0.314824743,0.000500013,0
KELT-6 b,14.572,165.2716,7.8457,1313,6102,1.42,1.73,-0.28,1.003622002,-1.63374662,0.778323075,-0.183207468,49.57635235,75.67103552,0.4745,0.98478553,1442.30234,37.71877305,0.942865484,0.000388086,0
HATS-51 b,15.805,244.09344,3.3488702,1553,5758,1.19,1.44,0.014262971,1.605089554,-3.37E-16,0.97716321,-0.171741091,49.35416588,77.58961534,0.5605,0.999249276,1708.183413,44.0148095,0.913627717,0.000153766,0
HATS-57 b,12.767,1000.21101,2.350621,1413.4,5587,1.03,0.96,0.268,1.255235928,1.40874678,6.136403572,0.125773278,45.92895615,90.01353485,0.60325,1,1554.74,99.13326472,0.455713534,0.000165804,0
HD 108236 b,1.615,3.24,3.795963,1099,5660,0.87,0.88,-0.28,0.467313435,-1.63374662,1.242224118,-0.156456005,44.78495773,50.32133902,0.585,0.049344156,1104.422923,15.86369182,0.293026078,0.005458148,0
HD 48948 b,2.06,4.88,7.34013,957,4593,0.69,0.68,-0.21,0.111445134,-1.245106953,1.149967009,-0.161776133,43.02102333,48.27754776,0.85175,0.083987664,965.0376195,17.23829559,0.048882974,0.008683298,0
HATS-41 b,14.908,3082.951,4.193649,1710,6424,1.5,1.71,0.47,1.998549577,2.530249822,13.87164143,0.571835924,44.63570432,96.85379604,0.394,1,1881,161.0614638,1.718077754,4.50E-05,0
Kepler-1334 b,2.29,5.86,15.64591713,710,5614,0.94,0.91,-0.03,-0.507565221,-0.245747806,1.117446273,-0.163651484,43.75310376,52.01325546,0.5965,0.212308499,725.0739034,17.9163315,0.11797634,0.02683758,0
WASP-37 b,13.002,572.07,3.577469,1232.495508,5800,0.93,1,-0.284,0.801868504,-1.655954601,3.383988279,-0.032948363,45.77023748,84.63223349,0.55,1,1355.745059,74.29122654,0.434061471,0.00037144,0
TOI-700 e,0.953,0.818,27.80978,272.8976058,3459,0.42,0.42,-0.07,-1.602993999,-0.467827617,0.900673744,-0.176151956,63.95557167,49.08029191,1,0.50987664,286.8120172,10.3764363,0.002468268,0.948691695,0.99587506
WASP-49 b,12.442,117.5971,2.78174,1400,5600,0.92,0.97,-0.23,1.22165399,-1.356146858,0.75965468,-0.184284006,45.66336693,68.91781822,0.6,0.803411039,1512.477545,34.432712,0.419734244,0.000354925,0
HATS-7 b,6.311,38.1396,3.185315,1084,4985,0.85,0.82,0.25,0.429721713,1.308810865,0.957590378,-0.172869784,43.85107669,56.48711184,0.75375,0.21883081,1107.72126,27.53321966,0.172085105,0.002332471,0
HATS-48 A b,8.967,77.23269,3.1316666,954.6,4546,0.73,0.72,0.186,0.105430459,0.953483169,0.960520906,-0.172700791,43.26818444,64.44862481,0.8635,0.764712319,1027.599438,32.86964537,0.092801619,0.002483869,0
TOI-1685 b,1.468,3.03,0.66913924,1062,3575,0.45,0.46,0.3,0.374587188,1.586410628,1.406016824,-0.147010684,42.93299612,46.5354392,1,0.054439136,1067.781436,16.09075081,0.040535173,0.006508069,0
WASP-110 b,13.877,162.09249,3.77840121,1033.057966,5400,0.95,0.86,-0.06,0.302055127,-0.412307664,0.84172789,-0.179551146,44.28417935,71.14333721,0.65,0.99402935,1135.74696,38.27821482,0.232589307,0.001173112,0
Kepler-484 b,2.28,5.82,10.04556931,766,5668,0.96,0.87,-0.1,-0.367222792,-0.634387474,1.119575254,-0.163528713,43.91042798,51.87840689,0.583,0.177448974,779.5925914,17.89419194,0.150544428,0.020077179,0
Kepler-51 c,9,4,85.312,439,6018,1.04,0.94,0.05,-1.186722331,0.198411814,0.049382716,-0.225242771,48.16419211,48.53013061,0.4955,0.349716593,454.3525584,7.466666667,0.053655495,0.082966463,0.42238695
K2-216 b,1.75,8,2.1748,1103,4503,0.7,0.72,0,0.477337895,-0.079187949,2.612244898,-0.077451959,43.44586269,52.01120771,0.87425,0.084464599,1112.316445,23.94660728,0.113924312,0.004279943,0
K2-17 b,2.23,5.6,17.96753,487,4320,0.71,0.66,0.15,-1.066428821,0.75361134,1.126103481,-0.163152254,46.43523508,51.65881419,0.92,0.378911961,505.4530125,17.74841621,0.019842077,0.106465033,0.244954818
WASP-139 b,8.967,37.18611,5.924262,910,5310,0.92,0.8,0.2,-0.006342261,1.031211102,0.462473029,-0.201421376,43.6353554,55.55683005,0.6725,0.319416942,939.0669417,22.8078744,0.139430699,0.004392845,0
WASP-15 b,15.805,171.6282,3.7521,1676,6300,1.18,1.48,-0.17,1.913341674,-1.023027142,0.687067882,-0.188469819,47.88691929,73.98558396,0.425,0.953404281,1835.790558,36.90753977,1.282111736,0.000119836,0
HD 3167 c,3,11.13,29.8454,564,5261,0.84,0.88,0.04,-0.873457981,0.142891861,1.236666667,-0.156776483,43.58018203,55.13982548,0.68475,0.390443112,586.0209915,21.57272352,0.055319316,0.050372465,0
LP 791-18 b,1.212,1.94,0.9479981,564.3,2960,0.14,0.18,-0.09,-0.872706147,-0.578867522,1.320676622,-0.151931939,43.64842728,48.10438584,1,0.280093672,580.1056859,14.16992585,0.002312402,0.087726761,0
K2-192 b,1.52,2.92,4.162817,939,5222,0.9,0.81,0.15,0.066335068,0.75361134,1.263850416,-0.155208897,43.93585491,49.14652858,0.6945,0.087086053,947.1773804,15.52342881,0.16915408,0.01097604,0
HATS-76 b,12.094,835.57088,1.9416423,939.8,4016,0.66,0.63,0.322,0.06833996,1.708554524,5.712725648,0.101341334,43.00668051,86.76740144,0.996,1,1033.78,93.09464253,0.059515892,0.001133275,0
K2-220 b,2.39,6.3,13.683256,758,5660,0.96,1.02,0.04,-0.387271711,0.142891861,1.102921868,-0.164489053,44.0388925,52.23336982,0.585,0.184956106,772.0196728,18.18399683,0.167454292,0.020359871,0
K2-247 c,2.19,5.43,6.49424,688,4667,0.74,0.69,-0.08,-0.562699747,-0.523347569,1.132169888,-0.162802427,43.36496602,50.29174791,0.83325,0.216276426,702.8798181,17.63582904,0.058217517,0.031117714,0
WASP-54 b,17.71,187.5197,3.69364,1759,6100,1.08,1.76,-0.27,2.121349202,-1.578226668,0.597874151,-0.193613292,45.4359186,71.81500962,0.475,0.969062116,1929.458026,36.44451641,1.610391548,8.92E-05,0
TOI-4603 b,11.68,4096.80817,7.24599,1677,6264,1.77,2.74,0.342,1.915847789,1.819594429,30.03031885,1.50364727,37.03250142,98.33330823,0.434,1,1844.7,209.7584261,2.769487982,4.73E-05,0
OGLE-2018-BLG-1647L b,13.8,308.29355,,912.5307146,5412.39249,0.09,,0.014262971,0,-3.37E-16,1.618848719,-0.134737453,42.57638573,75.57211374,0.646901878,0.999998037,1003.783607,52.93716737,0,0.001688314,0
GJ 1151 c,3.25,10.62,389.7,912.5307146,3280,0.16,0.18,-0.12,0,-0.745427379,1.005443787,-0.170110254,42.65527984,49.11688431,1,0.119466737,923.4324213,20.24597054,6.31E-05,0.008102732,0
GJ 9066 c,9.6,66.74397,771.36,912.5307146,3154,0.15,0.16,-0.13,0,-0.800947332,0.724218424,-0.186327484,42.59501851,60.52581852,1,0.673562255,973.9953392,29.53169836,2.70E-05,0.003196236,0
HD 73256 c,12.2,5085.25451,2690,912.5307146,5570,1,0.94,0.29,0,1.530890675,34.16591313,1.742131744,42.59343436,99.05563889,0.6075,1,1003.783786,228.6622403,0.003945162,0.000715778,0
K2-221 b,1.679,3.46,2.399094,912.5307146,5716,1.01,0.95,0.13,0,0.642571435,1.227367747,-0.157312718,46.27116185,52.54262098,0.571,0.09947133,921.6077791,16.07795186,0.482326472,0.011742181,0
NGTS-27 b,15.648,188.47225,3.3704181,1783,5700,1.07,1.77,0,2.181495957,-0.079187949,0.769714628,-0.183703885,47.60353804,74.09088787,0.575,0.968553831,1955.693148,38.8698005,1.319916992,8.62E-05,0
HD 93351 b,1.69,3.49611,2.45946,912.5307146,5408,0.94,0.91,-0.23,0,-1.356146858,1.224085291,-0.157502005,45.27642452,51.15732796,0.648,0.098172974,921.4893,16.1089493,0.348786385,0.011711878,0
WD 0806-661 b,12.6,2542.62726,,340,9552,0.62,,0.014262971,-1.434827696,-3.37E-16,16.01554082,0.695466696,49.97997977,96.7138143,0,1,374,159.101436,0,0.03728727,0.701388889
HD 16175 b,12.8,1875.1876,990,912.5307146,5981,1.63,1.72,0.3,0,1.586410628,11.44523682,0.431914116,42.81875841,94.37753141,0.50475,1,1003.783786,135.5611983,0.034194151,0.000984283,0
TOI-451 c,3.1,9.8,9.192522,875,5550,0.95,0.88,0.014262971,-0.094056279,-3.37E-16,1.019771072,-0.169284052,43.78232405,52.28256398,0.6125,0.141053344,887.3421676,19.91361991,0.150223315,0.00986391,0
TOI-700 d,1.073,1.25,37.42396,268.8,3459,0.42,0.42,-0.07,-1.61326307,-0.467827617,1.085701828,-0.165482069,63.37506204,50.22449268,1,0.533203699,283.1325154,12.08852097,0.002024996,0.908987928,0.983099012
WASP-117 b,11.882,95.349,10.02165,1001,6040,1.29,1.22,-0.11,0.221714185,-0.689907427,0.675362662,-0.189144815,45.40194847,68.68677793,0.49,0.868534038,1087.940257,31.72716886,0.38235295,0.001701882,0
WASP-130 b,9.976,390.9309,11.55098,833,5625,1.04,0.96,0.26,-0.199313101,1.364330818,3.928141453,-0.001569056,43.77873733,82.23106106,0.59375,0.999999989,916.2999991,70.11158772,0.16199808,0.002507603,0
WASP-119 b,15.693,390.9309,2.49979,1600,5650,1.02,1.2,0.14,1.722876949,0.698091387,1.587406118,-0.136550632,47.86366874,80.45446332,0.5875,0.999999508,1759.999921,55.90041537,0.714787774,0.00011672,0
K2-239 d,1.1,1.37,10.115,399,3420,0.4,0.36,-0.1,-1.286966923,-0.634387474,1.132231405,-0.16279888,51.93833388,48.88860452,1,0.409065334,415.3217068,12.4991927,0.00340112,0.306775197,0.55791074
CoRoT-19 b,14.46,352.78,3.89713,2000,6090,1.21,1.65,-0.02,2.725322868,-0.190227854,1.687203121,-0.130795707,47.32750884,80.27987477,0.4775,0.999984422,2199.996884,55.3204691,1.356741096,4.14E-05,0
TOI-2048 b,2.61,7.32,13.79019,646,5185,0.83,0.79,0.02,-0.667956568,0.031851956,1.074558506,-0.166124663,43.5081131,52.20757583,0.70375,0.265732654,663.1663295,18.75656513,0.070376161,0.035475094,0
TOI-2260 b,1.62,3.26,0.3524728,2609,5534,0.99,0.94,0.22,4.25154678,1.142251008,1.242188691,-0.156458048,46.33191624,51.18698752,0.6165,0.000122946,2609.032077,15.88800308,1.490110371,9.14E-05,0
TOI-2803 A b,18.114,309.8827,1.96229325,1893,6280,1.12,1.25,-0.105,2.457168585,-0.662147451,0.944427457,-0.173628841,47.07043463,77.26068913,0.43,0.999892667,2082.279682,46.32436839,1.391145358,5.32E-05,0
WASP-69 b,12.442,92.1707,3.86814,963,4700,0.98,0.86,0.15,0.126481823,0.75361134,0.59540502,-0.193755678,43.54696629,64.85270439,0.825,0.856946464,1045.523944,30.48381849,0.131404447,0.002019352,0
TOI-1736 b,3.182,12.3,7.073076,1099.785414,5636,1.04,1.43,0.148,0.469281774,0.742507349,1.214799937,-0.158037457,46.31917758,55.23638734,0.591,0.074612696,1107.99121,22.02016104,0.502389221,0.003566997,0
K2-285 e,1.95,10.7,14.76289,500.9,4975,0.83,0.79,0,-1.031593825,-0.079187949,2.813938199,-0.06582105,45.56588293,59.16895015,0.75625,0.560780792,528.9895099,26.23569696,0.056999203,0.079552075,0.163230869
K2-285 d,2.48,6.5,10.45582,619.9,4975,0.83,0.79,0,-0.733366164,-0.079187949,1.056841831,-0.167146318,43.61023429,51.76111905,0.75625,0.275120261,636.954705,18.13213152,0.071737181,0.042966034,0
K2-138 b,1.51,3.1,2.35309,1157,5356.3,0.94,0.86,0.14,0.612668094,0.698091387,1.359589492,-0.149687977,44.88895679,50.03505883,0.660925,0.040028644,1161.631314,16.04761128,0.308736019,0.00444178,0
HD 106270 b,12.4,3623.24384,1888,912.5307146,5509,1.39,2.66,0.06,0,0.253931767,23.56428096,1.130774707,42.84647992,98.04672833,0.62275,1,1003.783786,191.4502604,0.03827744,0.000798557,0
WASP-93 b,17.901,467.2101,2.7325321,1942,6700,1.33,1.52,0.07,2.57996821,0.309451719,1.458000381,-0.144012984,41.55372717,77.52550321,0.325,0.999999958,2136.199992,57.21837079,2.137138764,4.19E-05,0
HAT-P-59 b,12.588,489.45575,4.1419771,1277.8,5678,1.01,1.1,0.217,0.915406761,1.125595022,3.088872387,-0.049966609,45.79540598,83.36787281,0.5805,0.999999999,1405.58,69.83873639,0.437506971,0.000332046,0
Kepler-1684 b,2.871,8.6,47.7055,347,4706.54,0.75,0.67,0.127,-1.417284893,0.625915449,1.043354915,-0.167924059,53.28513813,55.07536008,0.823365,0.552390364,366.1679456,19.38432364,0.015024528,0.271308671,0.728583522
K2-223 c,1.5,2.86,4.562546,1091,5859,1.06,1,0.19,0.447264517,0.97569115,1.271111111,-0.154790199,45.46800439,51.07431768,0.53525,0.050848555,1096.547577,15.46519533,0.384337126,0.005840271,0
K2-292 b,2.63,24.5,16.9841,795,5725,1,1.09,0.07,-0.294545463,0.309451719,3.542049184,-0.023833574,43.96025978,63.96062796,0.56875,0.503466133,835.0255576,34.18402446,0.173307138,0.010465623,0
K2-251 b,2.35,6.12,9.30075,437,3717,0.52,0.49,-0.04,-1.191734561,-0.301267759,1.108193753,-0.164185042,48.60290823,51.95729704,1,0.428116028,455.7086704,18.07422992,0.009297659,0.14848238,0.417678228
K2-255 b,2.9,8.75,1.96417,1034,4676,0.71,0.69,-0.14,0.304415974,-0.856467285,1.040428062,-0.16809284,43.57665631,49.96894319,0.831,0.073606103,1041.610871,19.45463335,0.130206698,0.005153248,0
K2-257 b,0.83,0.498,1.60588,789,3725,0.52,0.5,-0.03,-0.309582152,-0.245747806,0.722891566,-0.186403999,43.09357471,43.48196396,1,0.109658654,797.6520678,8.675482696,0.031491468,0.025036419,0
K2-264 c,2.668,7.6,19.660302,331,3660,0.5,0.47,-0.013,-1.457382729,-0.151363887,1.067682051,-0.166521203,54.49626504,53.84204288,1,0.548919161,349.1692242,18.90305101,0.00488221,0.327660703,0.78760686
K2-368 c,1.361,2.42,9.660186,912.5307146,4663,0.75,0.66,-0.25,0,-1.467186763,1.306469019,-0.152751239,43.01453054,47.26004873,0.83425,0.092454074,920.9674328,14.93470481,0.040736376,0.013041503,0
HAT-P-62 b,12.027,241.86742,2.6453235,1512,5629,1.02,1.17,0.414,1.502338847,2.219338087,1.672101937,-0.131666537,47.33984398,78.22926594,0.59275,0.999417996,1663.112001,50.22593765,0.644664925,0.000187429,0
HATS-10 b,10.862,167.17858,3.312846,1407,5880,1.1,1.1,0.15,1.239196793,0.75361134,1.416971239,-0.146378983,46.88750831,75.76024634,0.53,0.983209688,1545.337603,43.93933092,0.583960797,0.000301809,0
HATS-29 b,14.022,207.54299,4.6058749,1212,5670,1.03,1.07,0.16,0.750504408,0.809131292,1.055572685,-0.167219505,45.39605925,74.26428523,0.5825,0.998829697,1333.058159,43.08906555,0.383514288,0.000529918,0
HATS-31 b,18.383,279.6904,3.37796,1823,6050,1.28,1.87,0,2.281740549,-0.079187949,0.827646315,-0.180363179,43.53427843,73.41776045,0.4875,0.999615551,2005.229915,43.68663651,1.867059793,6.56E-05,0
TOI-1224 c,2.884,8.67,17.945466,303.1226876,3326,0.4,0.4,0.014262971,-1.527246474,-3.37E-16,1.042386037,-0.167979931,56.38557849,54.56009133,1,0.587520604,320.9317701,19.41913779,0.002562884,0.403590531,0.885653576
WASP-76 b,20.781,284.1386,1.80988198,2228,6329,1.46,1.76,0.366,3.296717042,1.952842315,0.657956757,-0.19014855,35.41721014,65.54691167,0.41775,0.998388162,2450.440883,41.41426133,3.00253951,2.35E-05,0
K2-32 c,3.134,8.1,20.66093,634,5271,0.83,0.86,-0.06,-0.698029946,-0.412307664,0.824682986,-0.180534063,43.49608805,51.96248483,0.68225,0.268932553,651.0503239,18.00574254,0.068028711,0.035905034,0
GJ 317 b,13.3,794.5,695.66,912.5307146,3492.73,0.42,0.43,0.301,0,1.591962623,4.491491888,0.030917286,42.57372242,84.95890641,1,1,1003.783786,86.56436607,0.000314453,0.001281773,0
GJ 317 c,13.5,522.5,6739.323,912.5307146,3492.73,0.42,0.43,0.301,0,1.591962623,2.866941015,-0.062764573,42.5740066,80.11625648,1,1,1003.783786,69.67777689,6.92E-05,0.001452174,0
TOI-2328 b,9.976,50.85255,17.10197,842,5525,0.95,0.9,0.09,-0.176758068,0.420491624,0.510975238,-0.198624432,43.36693929,59.6402655,0.61875,0.555809003,888.799118,25.28693372,0.102017162,0.004998617,0
TOI-6628 b,10.985,235.19302,18.18424,833,5463,0.97,1.01,0.36,-0.199313101,1.919530343,1.94905595,-0.11569562,43.45750324,75.85907836,0.63425,0.999950104,916.2958437,51.82391357,0.117885565,0.002850687,0
